order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO50411,142,7143,2012-11-04,2012-11-11,2012-11-16,2182,1,2182.0
SO50412,120,16270,2012-11-04,2012-11-11,2012-11-16,2049,1,2049.0
SO50413,124,16275,2012-11-04,2012-11-11,2012-11-16,2071,1,2071.0
SO50414,133,8287,2012-11-04,2012-11-11,2012-11-16,1000,1,1000.0
SO50415,46,9972,2012-11-04,2012-11-11,2012-11-16,783,1,783.0
SO50416,122,408,2012-11-04,2012-11-11,2012-11-16,2049,1,2049.0
SO50417,120,419,2012-11-04,2012-11-11,2012-11-16,2049,1,2049.0
SO50418,44,4899,2012-11-04,2012-11-11,2012-11-16,783,1,783.0
SO50419,133,3455,2012-11-04,2012-11-11,2012-11-16,1000,1,1000.0
SO50420,133,14217,2012-11-04,2012-11-11,2012-11-16,1000,1,1000.0
SO50421,120,4726,2012-11-04,2012-11-11,2012-11-16,2049,1,2049.0
SO50422,123,4225,2012-11-04,2012-11-11,2012-11-16,2071,1,2071.0
SO50423,50,13362,2012-11-04,2012-11-11,2012-11-16,2443,1,2443.0
SO50424,141,5435,2012-11-05,2012-11-12,2012-11-17,2182,1,2182.0
SO50425,121,16423,2012-11-05,2012-11-12,2012-11-17,2049,1,2049.0
SO50426,124,10644,2012-11-05,2012-11-12,2012-11-17,2071,1,2071.0
SO50427,40,4946,2012-11-05,2012-11-12,2012-11-17,783,1,783.0
SO50428,130,3423,2012-11-05,2012-11-12,2012-11-17,1000,1,1000.0
SO50429,133,3435,2012-11-05,2012-11-12,2012-11-17,1000,1,1000.0
SO50430,133,14128,2012-11-05,2012-11-12,2012-11-17,1000,1,1000.0
SO50431,50,13373,2012-11-05,2012-11-12,2012-11-17,2443,1,2443.0
SO50432,141,6942,2012-11-06,2012-11-13,2012-11-18,2182,1,2182.0
SO50433,42,10010,2012-11-06,2012-11-13,2012-11-18,783,1,783.0
SO50434,140,2914,2012-11-06,2012-11-13,2012-11-18,2182,1,2182.0
SO50435,125,1875,2012-11-06,2012-11-13,2012-11-18,2071,1,2071.0
SO50436,132,14135,2012-11-06,2012-11-13,2012-11-18,1000,1,1000.0
SO50437,120,4649,2012-11-06,2012-11-13,2012-11-18,2049,1,2049.0
SO50438,143,6931,2012-11-07,2012-11-14,2012-11-19,2182,1,2182.0
SO50439,121,10620,2012-11-07,2012-11-14,2012-11-19,2049,1,2049.0
SO50440,130,8504,2012-11-07,2012-11-14,2012-11-19,1000,1,1000.0
SO50441,46,10106,2012-11-07,2012-11-14,2012-11-19,783,1,783.0
SO50442,123,404,2012-11-07,2012-11-14,2012-11-19,2071,1,2071.0
SO50443,122,418,2012-11-07,2012-11-14,2012-11-19,2049,1,2049.0
SO50444,134,3440,2012-11-07,2012-11-14,2012-11-19,1000,1,1000.0
SO50445,133,15617,2012-11-07,2012-11-14,2012-11-19,1000,1,1000.0
SO50446,133,14129,2012-11-07,2012-11-14,2012-11-19,1000,1,1000.0
SO50447,122,4728,2012-11-07,2012-11-14,2012-11-19,2049,1,2049.0
SO50448,120,4221,2012-11-07,2012-11-14,2012-11-19,2049,1,2049.0
SO50449,123,4437,2012-11-07,2012-11-14,2012-11-19,2071,1,2071.0
SO50450,48,5418,2012-11-08,2012-11-15,2012-11-20,2443,1,2443.0
SO50451,121,16274,2012-11-08,2012-11-15,2012-11-20,2049,1,2049.0
SO50452,121,16282,2012-11-08,2012-11-15,2012-11-20,2049,1,2049.0
SO50453,130,6781,2012-11-08,2012-11-15,2012-11-20,1000,1,1000.0
SO50454,134,8495,2012-11-08,2012-11-15,2012-11-20,1000,1,1000.0
SO50455,41,8482,2012-11-08,2012-11-15,2012-11-20,783,1,783.0
SO50456,121,4725,2012-11-08,2012-11-15,2012-11-20,2049,1,2049.0
SO50457,120,4229,2012-11-08,2012-11-15,2012-11-20,2049,1,2049.0
SO50458,124,4440,2012-11-08,2012-11-15,2012-11-20,2071,1,2071.0
SO50459,49,13460,2012-11-08,2012-11-15,2012-11-20,2443,1,2443.0
SO50460,44,16354,2012-11-08,2012-11-15,2012-11-20,783,1,783.0
SO50461,37,16357,2012-11-08,2012-11-15,2012-11-20,783,1,783.0
SO50462,143,13366,2012-11-08,2012-11-15,2012-11-20,2182,1,2182.0
SO50463,50,7168,2012-11-09,2012-11-16,2012-11-21,2443,1,2443.0
SO50464,130,8501,2012-11-09,2012-11-16,2012-11-21,1000,1,1000.0
SO50465,130,8296,2012-11-09,2012-11-16,2012-11-21,1000,1,1000.0
SO50466,44,10107,2012-11-09,2012-11-16,2012-11-21,783,1,783.0
SO50467,125,4223,2012-11-09,2012-11-16,2012-11-21,2071,1,2071.0
SO50468,39,16348,2012-11-09,2012-11-16,2012-11-21,783,1,783.0
SO50469,45,16350,2012-11-09,2012-11-16,2012-11-21,783,1,783.0
SO50470,36,16372,2012-11-09,2012-11-16,2012-11-21,783,1,783.0
SO50471,123,1809,2012-11-09,2012-11-16,2012-11-21,2071,1,2071.0
SO50472,120,16290,2012-11-10,2012-11-17,2012-11-22,2049,1,2049.0
SO50473,130,6829,2012-11-10,2012-11-17,2012-11-22,1000,1,1000.0
SO50474,122,16271,2012-11-10,2012-11-17,2012-11-22,2049,1,2049.0
SO50475,130,8913,2012-11-10,2012-11-17,2012-11-22,1000,1,1000.0
SO50476,37,9982,2012-11-10,2012-11-17,2012-11-22,783,1,783.0
SO50477,125,2254,2012-11-10,2012-11-17,2012-11-22,2071,1,2071.0
SO50478,36,4895,2012-11-10,2012-11-17,2012-11-22,783,1,783.0
SO50479,132,3451,2012-11-10,2012-11-17,2012-11-22,1000,1,1000.0
SO50480,131,14140,2012-11-10,2012-11-17,2012-11-22,1000,1,1000.0
SO50481,124,4264,2012-11-10,2012-11-17,2012-11-22,2071,1,2071.0
SO50482,47,16356,2012-11-10,2012-11-17,2012-11-22,783,1,783.0
SO50483,123,4580,2012-11-10,2012-11-17,2012-11-22,2071,1,2071.0
SO50484,140,7030,2012-11-11,2012-11-18,2012-11-23,2182,1,2182.0
SO50485,121,16448,2012-11-11,2012-11-18,2012-11-23,2049,1,2049.0
SO50486,130,3450,2012-11-11,2012-11-18,2012-11-23,1000,1,1000.0
SO50487,131,14215,2012-11-11,2012-11-18,2012-11-23,1000,1,1000.0
SO50488,134,14220,2012-11-11,2012-11-18,2012-11-23,1000,1,1000.0
SO50489,122,4719,2012-11-11,2012-11-18,2012-11-23,2049,1,2049.0
SO50490,123,4228,2012-11-11,2012-11-18,2012-11-23,2071,1,2071.0
SO50491,125,4646,2012-11-11,2012-11-18,2012-11-23,2071,1,2071.0
SO50492,50,13364,2012-11-11,2012-11-18,2012-11-23,2443,1,2443.0
SO50493,122,16455,2012-11-12,2012-11-19,2012-11-24,2049,1,2049.0
SO50494,142,5434,2012-11-12,2012-11-19,2012-11-24,2182,1,2182.0
SO50495,47,8477,2012-11-12,2012-11-19,2012-11-24,783,1,783.0
SO50496,130,3454,2012-11-12,2012-11-19,2012-11-24,1000,1,1000.0
SO50497,134,3421,2012-11-12,2012-11-19,2012-11-24,1000,1,1000.0
SO50498,134,3436,2012-11-12,2012-11-19,2012-11-24,1000,1,1000.0
SO50499,123,4216,2012-11-12,2012-11-19,2012-11-24,2071,1,2071.0
SO50500,124,4427,2012-11-12,2012-11-19,2012-11-24,2071,1,2071.0
SO50501,141,7627,2012-11-13,2012-11-20,2012-11-25,2182,1,2182.0
SO50502,140,5427,2012-11-13,2012-11-20,2012-11-25,2182,1,2182.0
SO50503,134,8288,2012-11-13,2012-11-20,2012-11-25,1000,1,1000.0
SO50504,125,1876,2012-11-13,2012-11-20,2012-11-25,2071,1,2071.0
SO50506,40,16344,2012-11-13,2012-11-20,2012-11-25,783,1,783.0
SO50507,39,16368,2012-11-13,2012-11-20,2012-11-25,783,1,783.0
SO50508,139,13363,2012-11-13,2012-11-20,2012-11-25,2182,1,2182.0
SO50509,50,5417,2012-11-14,2012-11-21,2012-11-26,2443,1,2443.0
SO50510,141,13367,2012-11-14,2012-11-21,2012-11-26,2182,1,2182.0
SO50511,49,7623,2012-11-15,2012-11-22,2012-11-27,2443,1,2443.0
SO50512,125,16420,2012-11-15,2012-11-22,2012-11-27,2071,1,2071.0
SO50513,122,1827,2012-11-15,2012-11-22,2012-11-27,2049,1,2049.0
SO50514,37,4906,2012-11-15,2012-11-22,2012-11-27,783,1,783.0
SO50515,120,4217,2012-11-15,2012-11-22,2012-11-27,2049,1,2049.0
SO50516,121,4648,2012-11-15,2012-11-22,2012-11-27,2049,1,2049.0
SO50517,123,16425,2012-11-15,2012-11-22,2012-11-27,2071,1,2071.0
SO50518,139,7138,2012-11-16,2012-11-23,2012-11-28,2182,1,2182.0
SO50519,143,6936,2012-11-16,2012-11-23,2012-11-28,2182,1,2182.0
SO50520,125,16266,2012-11-16,2012-11-23,2012-11-28,2071,1,2071.0
SO50521,125,16281,2012-11-16,2012-11-23,2012-11-28,2071,1,2071.0
SO50522,134,6782,2012-11-16,2012-11-23,2012-11-28,1000,1,1000.0
SO50523,121,1862,2012-11-16,2012-11-23,2012-11-28,2049,1,2049.0
SO50524,45,4916,2012-11-16,2012-11-23,2012-11-28,783,1,783.0
SO50525,133,3449,2012-11-16,2012-11-23,2012-11-28,1000,1,1000.0
SO50526,45,16342,2012-11-16,2012-11-23,2012-11-28,783,1,783.0
SO50527,141,13379,2012-11-16,2012-11-23,2012-11-28,2182,1,2182.0
SO50528,143,7162,2012-11-17,2012-11-24,2012-11-29,2182,1,2182.0
SO50529,120,16297,2012-11-17,2012-11-24,2012-11-29,2049,1,2049.0
SO50530,133,8914,2012-11-17,2012-11-24,2012-11-29,1000,1,1000.0
SO50531,44,8454,2012-11-17,2012-11-24,2012-11-29,783,1,783.0
SO50532,143,2917,2012-11-17,2012-11-24,2012-11-29,2182,1,2182.0
SO50533,120,411,2012-11-17,2012-11-24,2012-11-29,2049,1,2049.0
SO50534,125,1828,2012-11-17,2012-11-24,2012-11-29,2071,1,2071.0
SO50535,142,13462,2012-11-17,2012-11-24,2012-11-29,2182,1,2182.0
SO50536,49,13464,2012-11-17,2012-11-24,2012-11-29,2443,1,2443.0
SO50537,39,16343,2012-11-17,2012-11-24,2012-11-29,783,1,783.0
SO50538,120,10616,2012-11-18,2012-11-25,2012-11-30,2049,1,2049.0
SO50539,120,16263,2012-11-18,2012-11-25,2012-11-30,2049,1,2049.0
SO50540,134,8508,2012-11-18,2012-11-25,2012-11-30,1000,1,1000.0
SO50541,122,1808,2012-11-18,2012-11-25,2012-11-30,2049,1,2049.0
SO50542,132,3444,2012-11-18,2012-11-25,2012-11-30,1000,1,1000.0
SO50543,130,14223,2012-11-18,2012-11-25,2012-11-30,1000,1,1000.0
SO50544,122,4724,2012-11-18,2012-11-25,2012-11-30,2049,1,2049.0
SO50545,124,4589,2012-11-18,2012-11-25,2012-11-30,2071,1,2071.0
SO50546,124,4599,2012-11-18,2012-11-25,2012-11-30,2071,1,2071.0
SO50547,143,13383,2012-11-18,2012-11-25,2012-11-30,2182,1,2182.0
SO50548,143,13463,2012-11-18,2012-11-25,2012-11-30,2182,1,2182.0
SO50549,47,16367,2012-11-18,2012-11-25,2012-11-30,783,1,783.0
SO50550,125,16450,2012-11-19,2012-11-26,2012-12-01,2071,1,2071.0
SO50551,139,7170,2012-11-19,2012-11-26,2012-12-01,2182,1,2182.0
SO50552,140,5432,2012-11-19,2012-11-26,2012-12-01,2182,1,2182.0
SO50553,133,8502,2012-11-19,2012-11-26,2012-12-01,1000,1,1000.0
SO50554,45,10017,2012-11-19,2012-11-26,2012-12-01,783,1,783.0
SO50555,43,10008,2012-11-19,2012-11-26,2012-12-01,783,1,783.0
SO50556,141,2929,2012-11-19,2012-11-26,2012-12-01,2182,1,2182.0
SO50557,121,1863,2012-11-19,2012-11-26,2012-12-01,2049,1,2049.0
SO50558,121,1818,2012-11-19,2012-11-26,2012-12-01,2049,1,2049.0
SO50559,121,4230,2012-11-19,2012-11-26,2012-12-01,2049,1,2049.0
SO50560,122,4718,2012-11-19,2012-11-26,2012-12-01,2049,1,2049.0
SO50561,142,13461,2012-11-19,2012-11-26,2012-12-01,2182,1,2182.0
SO50562,139,6947,2012-11-20,2012-11-27,2012-12-02,2182,1,2182.0
SO50563,142,7635,2012-11-20,2012-11-27,2012-12-02,2182,1,2182.0
SO50564,121,16426,2012-11-20,2012-11-27,2012-12-02,2049,1,2049.0
SO50565,122,16441,2012-11-20,2012-11-27,2012-12-02,2049,1,2049.0
SO50566,120,10623,2012-11-20,2012-11-27,2012-12-02,2049,1,2049.0
SO50567,123,16288,2012-11-20,2012-11-27,2012-12-02,2071,1,2071.0
SO50568,37,10095,2012-11-20,2012-11-27,2012-12-02,783,1,783.0
SO50569,40,9932,2012-11-20,2012-11-27,2012-12-02,783,1,783.0
SO50570,141,2941,2012-11-20,2012-11-27,2012-12-02,2182,1,2182.0
SO50571,38,4892,2012-11-20,2012-11-27,2012-12-02,783,1,783.0
SO50572,43,4901,2012-11-20,2012-11-27,2012-12-02,783,1,783.0
SO50573,43,4936,2012-11-20,2012-11-27,2012-12-02,783,1,783.0
SO50574,121,4269,2012-11-20,2012-11-27,2012-12-02,2049,1,2049.0
SO50575,47,16361,2012-11-20,2012-11-27,2012-12-02,783,1,783.0
SO50576,49,13302,2012-11-20,2012-11-27,2012-12-02,2443,1,2443.0
SO50577,143,13374,2012-11-20,2012-11-27,2012-12-02,2182,1,2182.0
SO50578,142,7128,2012-11-21,2012-11-28,2012-12-03,2182,1,2182.0
SO50579,133,6836,2012-11-21,2012-11-28,2012-12-03,1000,1,1000.0
SO50580,142,13307,2012-11-21,2012-11-28,2012-12-03,2182,1,2182.0
SO50581,42,4911,2012-11-21,2012-11-28,2012-12-03,783,1,783.0
SO50582,134,15584,2012-11-21,2012-11-28,2012-12-03,1000,1,1000.0
SO50583,124,4727,2012-11-21,2012-11-28,2012-12-03,2071,1,2071.0
SO50584,120,4587,2012-11-21,2012-11-28,2012-12-03,2049,1,2049.0
SO50585,123,16454,2012-11-22,2012-11-29,2012-12-04,2071,1,2071.0
SO50586,49,6900,2012-11-22,2012-11-29,2012-12-04,2443,1,2443.0
SO50587,121,16264,2012-11-22,2012-11-29,2012-12-04,2049,1,2049.0
SO50588,122,16276,2012-11-22,2012-11-29,2012-12-04,2049,1,2049.0
SO50589,120,16278,2012-11-22,2012-11-29,2012-12-04,2049,1,2049.0
SO50590,124,16289,2012-11-22,2012-11-29,2012-12-04,2071,1,2071.0
SO50591,121,427,2012-11-22,2012-11-29,2012-12-04,2049,1,2049.0
SO50592,39,16562,2012-11-22,2012-11-29,2012-12-04,783,1,783.0
SO50593,123,4268,2012-11-22,2012-11-29,2012-12-04,2071,1,2071.0
SO50594,121,4603,2012-11-22,2012-11-29,2012-12-04,2049,1,2049.0
SO50595,143,6930,2012-11-23,2012-11-30,2012-12-05,2182,1,2182.0
SO50596,122,16418,2012-11-23,2012-11-30,2012-12-05,2049,1,2049.0
SO50597,122,10631,2012-11-23,2012-11-30,2012-12-05,2049,1,2049.0
SO50598,124,16273,2012-11-23,2012-11-30,2012-12-05,2071,1,2071.0
SO50599,38,9925,2012-11-23,2012-11-30,2012-12-05,783,1,783.0
SO50600,42,8460,2012-11-23,2012-11-30,2012-12-05,783,1,783.0
SO50601,124,1744,2012-11-23,2012-11-30,2012-12-05,2071,1,2071.0
SO50602,122,4721,2012-11-23,2012-11-30,2012-12-05,2049,1,2049.0
SO50603,121,4578,2012-11-23,2012-11-30,2012-12-05,2049,1,2049.0
SO50604,139,13284,2012-11-23,2012-11-30,2012-12-05,2182,1,2182.0
SO50605,124,16452,2012-11-24,2012-12-01,2012-12-06,2071,1,2071.0
SO50606,124,16296,2012-11-24,2012-12-01,2012-12-06,2071,1,2071.0
SO50607,42,9981,2012-11-24,2012-12-01,2012-12-06,783,1,783.0
SO50608,139,15281,2012-11-24,2012-12-01,2012-12-06,2182,1,2182.0
SO50609,45,4888,2012-11-24,2012-12-01,2012-12-06,783,1,783.0
SO50610,36,4943,2012-11-24,2012-12-01,2012-12-06,783,1,783.0
SO50611,122,4222,2012-11-24,2012-12-01,2012-12-06,2049,1,2049.0
SO50612,120,4592,2012-11-24,2012-12-01,2012-12-06,2049,1,2049.0
SO50613,121,4598,2012-11-24,2012-12-01,2012-12-06,2049,1,2049.0
SO50614,38,16471,2012-11-24,2012-12-01,2012-12-06,783,1,783.0
SO50615,139,13306,2012-11-24,2012-12-01,2012-12-06,2182,1,2182.0
SO50616,49,13368,2012-11-24,2012-12-01,2012-12-06,2443,1,2443.0
SO50617,124,16298,2012-11-25,2012-12-02,2012-12-07,2071,1,2071.0
SO50618,121,16433,2012-11-25,2012-12-02,2012-12-07,2049,1,2049.0
SO50619,124,16279,2012-11-25,2012-12-02,2012-12-07,2071,1,2071.0
SO50620,125,16283,2012-11-25,2012-12-02,2012-12-07,2071,1,2071.0
SO50621,37,8476,2012-11-25,2012-12-02,2012-12-07,783,1,783.0
SO50622,38,16538,2012-11-25,2012-12-02,2012-12-07,783,1,783.0
SO50623,45,16547,2012-11-25,2012-12-02,2012-12-07,783,1,783.0
SO50624,143,13283,2012-11-25,2012-12-02,2012-12-07,2182,1,2182.0
SO50625,49,13369,2012-11-25,2012-12-02,2012-12-07,2443,1,2443.0
SO50626,139,7622,2012-11-26,2012-12-03,2012-12-08,2182,1,2182.0
SO50627,50,7629,2012-11-26,2012-12-03,2012-12-08,2443,1,2443.0
SO50628,48,6904,2012-11-26,2012-12-03,2012-12-08,2443,1,2443.0
SO50629,141,5428,2012-11-26,2012-12-03,2012-12-08,2182,1,2182.0
SO50630,131,8291,2012-11-26,2012-12-03,2012-12-08,1000,1,1000.0
SO50631,131,8513,2012-11-26,2012-12-03,2012-12-08,1000,1,1000.0
SO50632,39,4910,2012-11-26,2012-12-03,2012-12-08,783,1,783.0
SO50633,133,3422,2012-11-26,2012-12-03,2012-12-08,1000,1,1000.0
SO50634,122,4220,2012-11-26,2012-12-03,2012-12-08,2049,1,2049.0
SO50635,125,4588,2012-11-26,2012-12-03,2012-12-08,2071,1,2071.0
SO50636,124,4591,2012-11-26,2012-12-03,2012-12-08,2071,1,2071.0
SO50637,43,16358,2012-11-26,2012-12-03,2012-12-08,783,1,783.0
SO50638,143,13285,2012-11-26,2012-12-03,2012-12-08,2182,1,2182.0
SO50639,49,13305,2012-11-26,2012-12-03,2012-12-08,2443,1,2443.0
SO50640,49,13309,2012-11-26,2012-12-03,2012-12-08,2443,1,2443.0
SO50641,124,16457,2012-11-27,2012-12-04,2012-12-09,2071,1,2071.0
SO50642,139,7149,2012-11-27,2012-12-04,2012-12-09,2182,1,2182.0
SO50643,123,16429,2012-11-27,2012-12-04,2012-12-09,2071,1,2071.0
SO50644,122,16277,2012-11-27,2012-12-04,2012-12-09,2049,1,2049.0
SO50645,133,8290,2012-11-27,2012-12-04,2012-12-09,1000,1,1000.0
SO50646,131,8300,2012-11-27,2012-12-04,2012-12-09,1000,1,1000.0
SO50647,36,9947,2012-11-27,2012-12-04,2012-12-09,783,1,783.0
SO50648,49,2919,2012-11-27,2012-12-04,2012-12-09,2443,1,2443.0
SO50649,143,2940,2012-11-27,2012-12-04,2012-12-09,2182,1,2182.0
SO50650,120,1749,2012-11-27,2012-12-04,2012-12-09,2049,1,2049.0
SO50651,40,4890,2012-11-27,2012-12-04,2012-12-09,783,1,783.0
SO50652,42,4905,2012-11-27,2012-12-04,2012-12-09,783,1,783.0
SO50653,40,16552,2012-11-27,2012-12-04,2012-12-09,783,1,783.0
SO50654,134,14216,2012-11-27,2012-12-04,2012-12-09,1000,1,1000.0
SO50655,120,4584,2012-11-27,2012-12-04,2012-12-09,2049,1,2049.0
SO50656,41,16364,2012-11-27,2012-12-04,2012-12-09,783,1,783.0
SO50657,49,13380,2012-11-27,2012-12-04,2012-12-09,2443,1,2443.0
SO50760,124,16551,2012-11-28,2012-12-05,2012-12-10,2071,1,2071.0
SO50761,133,8323,2012-11-28,2012-12-05,2012-12-10,1000,1,1000.0
SO50762,141,6965,2012-11-28,2012-12-05,2012-12-10,2182,1,2182.0
SO50763,139,5515,2012-11-28,2012-12-05,2012-12-10,2182,1,2182.0
SO50764,41,10536,2012-11-28,2012-12-05,2012-12-10,783,1,783.0
SO50765,36,10671,2012-11-28,2012-12-05,2012-12-10,783,1,783.0
SO50766,49,2979,2012-11-28,2012-12-05,2012-12-10,2443,1,2443.0
SO50767,134,3488,2012-11-28,2012-12-05,2012-12-10,1000,1,1000.0
SO50768,121,5178,2012-11-28,2012-12-05,2012-12-10,2049,1,2049.0
SO50769,48,13486,2012-11-28,2012-12-05,2012-12-10,2443,1,2443.0
SO50770,142,13467,2012-11-28,2012-12-05,2012-12-10,2182,1,2182.0
SO50771,50,13470,2012-11-28,2012-12-05,2012-12-10,2443,1,2443.0
SO50772,49,13478,2012-11-28,2012-12-05,2012-12-10,2443,1,2443.0
SO50773,44,8905,2012-11-28,2012-12-05,2012-12-10,783,1,783.0
SO50774,44,16489,2012-11-28,2012-12-05,2012-12-10,783,1,783.0
SO50775,120,16555,2012-11-29,2012-12-06,2012-12-11,2049,1,2049.0
SO50776,130,8942,2012-11-29,2012-12-06,2012-12-11,1000,1,1000.0
SO50777,124,441,2012-11-29,2012-12-06,2012-12-11,2071,1,2071.0
SO50778,125,580,2012-11-29,2012-12-06,2012-12-11,2071,1,2071.0
SO50779,40,10510,2012-11-29,2012-12-06,2012-12-11,783,1,783.0
SO50780,45,8947,2012-11-29,2012-12-06,2012-12-11,783,1,783.0
SO50781,121,2563,2012-11-29,2012-12-06,2012-12-11,2049,1,2049.0
SO50782,121,589,2012-11-29,2012-12-06,2012-12-11,2049,1,2049.0
SO50783,120,590,2012-11-29,2012-12-06,2012-12-11,2049,1,2049.0
SO50784,131,3500,2012-11-29,2012-12-06,2012-12-11,1000,1,1000.0
SO50785,125,4787,2012-11-29,2012-12-06,2012-12-11,2071,1,2071.0
SO50786,125,4799,2012-11-29,2012-12-06,2012-12-11,2071,1,2071.0
SO50787,120,4802,2012-11-29,2012-12-06,2012-12-11,2049,1,2049.0
SO50788,124,16577,2012-11-30,2012-12-07,2012-12-12,2071,1,2071.0
SO50789,123,2555,2012-11-30,2012-12-07,2012-12-12,2071,1,2071.0
SO50790,45,10511,2012-11-30,2012-12-07,2012-12-12,783,1,783.0
SO50791,37,4971,2012-11-30,2012-12-07,2012-12-12,783,1,783.0
SO50792,46,4974,2012-11-30,2012-12-07,2012-12-12,783,1,783.0
SO50793,131,3459,2012-11-30,2012-12-07,2012-12-12,1000,1,1000.0
SO50794,43,16490,2012-11-30,2012-12-07,2012-12-12,783,1,783.0
SO50795,47,16491,2012-11-30,2012-12-07,2012-12-12,783,1,783.0
SO50796,38,16492,2012-11-30,2012-12-07,2012-12-12,783,1,783.0
SO50797,139,6966,2012-12-01,2012-12-08,2012-12-13,2182,1,2182.0
SO50798,133,6902,2012-12-01,2012-12-08,2012-12-13,1000,1,1000.0
SO50799,43,10018,2012-12-01,2012-12-08,2012-12-13,783,1,783.0
SO50800,122,592,2012-12-01,2012-12-08,2012-12-13,2049,1,2049.0
SO50801,40,4991,2012-12-01,2012-12-08,2012-12-13,783,1,783.0
SO50802,132,3496,2012-12-01,2012-12-08,2012-12-13,1000,1,1000.0
SO50803,122,4791,2012-12-01,2012-12-08,2012-12-13,2049,1,2049.0
SO50804,142,13468,2012-12-01,2012-12-08,2012-12-13,2182,1,2182.0
SO50805,132,3473,2012-12-01,2012-12-08,2012-12-13,1000,1,1000.0
SO50806,48,6982,2012-12-02,2012-12-09,2012-12-14,2443,1,2443.0
SO50807,121,435,2012-12-02,2012-12-09,2012-12-14,2049,1,2049.0
SO50808,123,548,2012-12-02,2012-12-09,2012-12-14,2071,1,2071.0
SO50809,133,3486,2012-12-02,2012-12-09,2012-12-14,1000,1,1000.0
SO50810,47,16485,2012-12-02,2012-12-09,2012-12-14,783,1,783.0
SO50811,41,16495,2012-12-02,2012-12-09,2012-12-14,783,1,783.0
SO50812,47,16500,2012-12-02,2012-12-09,2012-12-14,783,1,783.0
SO50813,121,2257,2012-12-02,2012-12-09,2012-12-14,2049,1,2049.0
SO50814,125,16549,2012-12-03,2012-12-10,2012-12-15,2071,1,2071.0
SO50815,124,10660,2012-12-03,2012-12-10,2012-12-15,2071,1,2071.0
SO50816,133,6946,2012-12-03,2012-12-10,2012-12-15,1000,1,1000.0
SO50817,142,6991,2012-12-03,2012-12-10,2012-12-15,2182,1,2182.0
SO50818,141,7021,2012-12-03,2012-12-10,2012-12-15,2182,1,2182.0
SO50819,124,4794,2012-12-03,2012-12-10,2012-12-15,2071,1,2071.0
SO50820,121,4810,2012-12-03,2012-12-10,2012-12-15,2049,1,2049.0
SO50821,125,5027,2012-12-03,2012-12-10,2012-12-15,2071,1,2071.0
SO50822,120,5033,2012-12-03,2012-12-10,2012-12-15,2049,1,2049.0
SO50823,139,13603,2012-12-03,2012-12-10,2012-12-15,2182,1,2182.0
SO50824,37,16501,2012-12-03,2012-12-10,2012-12-15,783,1,783.0
SO50825,123,16572,2012-12-04,2012-12-11,2012-12-16,2071,1,2071.0
SO50826,142,5478,2012-12-04,2012-12-11,2012-12-16,2182,1,2182.0
SO50827,134,8919,2012-12-04,2012-12-11,2012-12-16,1000,1,1000.0
SO50828,120,2553,2012-12-04,2012-12-11,2012-12-16,2049,1,2049.0
SO50829,38,10542,2012-12-04,2012-12-11,2012-12-16,783,1,783.0
SO50830,39,16615,2012-12-04,2012-12-11,2012-12-16,783,1,783.0
SO50831,47,4963,2012-12-04,2012-12-11,2012-12-16,783,1,783.0
SO50832,130,3479,2012-12-04,2012-12-11,2012-12-16,1000,1,1000.0
SO50833,124,4756,2012-12-04,2012-12-11,2012-12-16,2071,1,2071.0
SO50834,49,13600,2012-12-04,2012-12-11,2012-12-16,2443,1,2443.0
SO50835,139,13476,2012-12-04,2012-12-11,2012-12-16,2182,1,2182.0
SO50836,120,16537,2012-12-05,2012-12-12,2012-12-17,2049,1,2049.0
SO50837,123,16539,2012-12-05,2012-12-12,2012-12-17,2071,1,2071.0
SO50838,123,16575,2012-12-05,2012-12-12,2012-12-17,2071,1,2071.0
SO50839,134,8920,2012-12-05,2012-12-12,2012-12-17,1000,1,1000.0
SO50840,143,5438,2012-12-05,2012-12-12,2012-12-17,2182,1,2182.0
SO50841,142,8034,2012-12-05,2012-12-12,2012-12-17,2182,1,2182.0
SO50842,125,481,2012-12-05,2012-12-12,2012-12-17,2071,1,2071.0
SO50843,122,1854,2012-12-05,2012-12-12,2012-12-17,2049,1,2049.0
SO50844,42,8505,2012-12-05,2012-12-12,2012-12-17,783,1,783.0
SO50845,140,2949,2012-12-05,2012-12-12,2012-12-17,2182,1,2182.0
SO50846,48,2981,2012-12-05,2012-12-12,2012-12-17,2443,1,2443.0
SO50847,47,4955,2012-12-05,2012-12-12,2012-12-17,783,1,783.0
SO50848,40,4988,2012-12-05,2012-12-12,2012-12-17,783,1,783.0
SO50849,120,5028,2012-12-05,2012-12-12,2012-12-17,2049,1,2049.0
SO50850,121,5157,2012-12-05,2012-12-12,2012-12-17,2049,1,2049.0
SO50851,49,13598,2012-12-05,2012-12-12,2012-12-17,2443,1,2443.0
SO50852,122,4833,2012-12-05,2012-12-12,2012-12-17,2049,1,2049.0
SO50853,125,16544,2012-12-06,2012-12-13,2012-12-18,2071,1,2071.0
SO50854,120,16553,2012-12-06,2012-12-13,2012-12-18,2049,1,2049.0
SO50855,120,16560,2012-12-06,2012-12-13,2012-12-18,2049,1,2049.0
SO50856,130,6951,2012-12-06,2012-12-13,2012-12-18,1000,1,1000.0
SO50857,121,5160,2012-12-06,2012-12-13,2012-12-18,2049,1,2049.0
